MeasureItem	Month	Year	Category	Country	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	12	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	2110.1635100	
Monthly Domestic Values	1	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	2.5944400	
Monthly Domestic Values	2	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.2139500	
Monthly Domestic Values	3	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.9737700	
Monthly Domestic Values	4	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.5158500	
Monthly Domestic Values	5	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.0353900	
Monthly Domestic Values	6	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.5406700	
Monthly Domestic Values	7	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	1.2517300	
Monthly Domestic Values	8	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	1.9373200	
Monthly Domestic Values	9	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.1764900	
Monthly Domestic Values	10	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.4740500	
Monthly Domestic Values	11	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.1231200	
Monthly Domestic Values	12	2022	Fossil Oil	BE	B06	2023-06-07 14:47:55	100	0.4761700	
Monthly Domestic Values	1	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	114.5830300	
Monthly Domestic Values	2	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	108.0261700	
Monthly Domestic Values	3	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	112.0246500	
Monthly Domestic Values	4	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	104.7184400	
Monthly Domestic Values	5	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	92.1889900	
Monthly Domestic Values	6	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	111.8511300	
Monthly Domestic Values	7	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	121.3755000	
Monthly Domestic Values	8	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	102.7887800	
Monthly Domestic Values	9	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	109.3212300	
Monthly Domestic Values	10	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	89.3205100	
Monthly Domestic Values	11	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	78.9249700	
Monthly Domestic Values	12	2022	Hydro Pumped Storage	BE	B10	2023-06-07 14:47:55	100	85.3410300	
Monthly Domestic Values	1	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	3.5090100	
Monthly Domestic Values	2	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	3.4169800	
Monthly Domestic Values	3	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	22.3839100	
Monthly Domestic Values	4	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	19.0797700	
Monthly Domestic Values	5	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	9.0029400	
Monthly Domestic Values	6	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	6.8764900	
Monthly Domestic Values	7	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	2.7840600	
Monthly Domestic Values	8	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	1.5429400	
Monthly Domestic Values	9	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	4.0530800	
Monthly Domestic Values	10	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	4.0634900	
Monthly Domestic Values	11	2022	Hydro Run-of-river and poundage	BE	B11	2023-06-07 14:47:55	100	8.2680300	
